Date,Open,High,Low,Close,Volume
2020/01/02 01:00:00,84.900001525879,86.139999389648,84.339996337891,86.050003051758,47791928
2020/01/03 01:00:00,88.099998474121,90.800003051758,87.379997253418,88.599998474121,88973488
2020/01/06 01:00:00,88.089996337891,90.309997558594,88,90.309997558594,50787496
2020/01/07 01:00:00,92.279998779297,94.330001831055,90.669998168945,93.809997558594,91045688
2020/01/08 01:00:00,94.73999786377,99.699996948242,93.650001525879,98.430000305176,155996960
2020/01/09 01:00:00,99.419998168945,99.76000213623,94.569999694824,96.269996643066,142315936
2020/01/10 01:00:00,96.360000610352,96.98999786377,94.73999786377,95.629997253418,64884160
2020/01/13 01:00:00,98.699996948242,105.12999725342,98.400001525879,104.9700012207,133172736
2020/01/14 01:00:00,108.84999847412,109.48000335693,104.98000335693,107.58000183105,145306880
2020/01/15 01:00:00,105.94999694824,107.56999969482,103.36000061035,103.69999694824,86844152
2020/01/16 01:00:00,98.75,102.88999938965,98.430000305176,102.69999694824,108683264
2020/01/17 01:00:00,101.51999664307,103.12999725342,100.62999725342,102.09999847412,68145368
2020/01/21 01:00:00,106.05000305176,109.7200012207,105.68000030518,109.44000244141,89017352
2020/01/22 01:00:00,114.37999725342,118.90000152588,111.81999969482,113.91000366211,156845136
2020/01/23 01:00:00,112.84999847412,116.40000152588,111.12000274658,114.44000244141,98255208
2020/01/24 01:00:00,114.12999725342,114.76999664307,110.84999847412,112.95999908447,71768000
2020/01/27 01:00:00,108.40000152588,112.88999938965,107.86000061035,111.59999847412,68040336
2020/01/28 01:00:00,113.69999694824,115.36000061035,111.62000274658,113.37999725342,58942464
2020/01/29 01:00:00,115.13999938965,117.95999908447,113.48999786377,116.19999694824,91083360
2020/01/30 01:00:00,126.48000335693,130.17999267578,123.59999847412,128.16000366211,145028384
