Date,Open,High,Low,Close,Volume
2020/10/09 15:30:00,185.12,185.12,184.76,184.9,55476
2020/10/09 15:31:00,185,185.09,183.77,184.1392,206065
2020/10/09 15:32:00,184.2699,185,183.8,184.5619,24157
2020/10/09 15:33:00,184.39,184.5,184.045,184.41,19579
2020/10/09 15:34:00,184.425,184.66,184.25,184.5009,13912
2020/10/09 15:35:00,184.4825,184.6,184.11,184.57,18235
2020/10/09 15:36:00,184.57,184.7199,184.1501,184.1855,31561
2020/10/09 15:37:00,184.12,184.2592,183.91,184.0064,23396
2020/10/09 15:38:00,184,184.63,184,184.5,17779
2020/10/09 15:39:00,184.5673,184.5673,184.02,184.275,24936
2020/10/09 15:40:00,184.28,184.56,184.16,184.425,15052
2020/10/09 15:41:00,184.4,184.59,184.05,184.285,26845
2020/10/09 15:42:00,184.23,184.98,184.1401,184.7414,38470
2020/10/09 15:43:00,184.75,184.895,184.58,184.73,13746
2020/10/09 15:44:00,184.6,184.74,184.27,184.365,12324
2020/10/09 15:45:00,184.45,184.98,184.2,184.88,19261
2020/10/09 15:46:00,184.9412,184.98,184.44,184.51,22555
2020/10/09 15:47:00,184.57,184.88,184.5212,184.74,12580
2020/10/09 15:48:00,184.79,184.98,184.745,184.84,12347
2020/10/09 15:49:00,184.8241,184.84,184.56,184.84,9533
2020/10/09 15:50:00,184.9,184.95,184.2,184.2168,17032
2020/10/09 15:51:00,184.15,184.5274,184.15,184.5274,17970
2020/10/09 15:52:00,184.49,184.88,184.4841,184.7,19100
2020/10/09 15:53:00,184.6127,184.79,184.305,184.35,11823
2020/10/09 15:54:00,184.2201,184.9097,184.2,184.9097,10872
2020/10/09 15:55:00,184.86,185.02,184.3376,184.4195,29398
2020/10/09 15:56:00,184.445,184.445,184.1953,184.345,7799
2020/10/09 15:57:00,184.38,184.43,184.14,184.26,17961
2020/10/09 15:58:00,184.3,184.4,184.245,184.35,10578
2020/10/09 15:59:00,184.35,184.42,184.1696,184.34,13919
2020/10/09 16:00:00,184.35,184.45,184.01,184.105,25445
2020/10/09 16:01:00,184.16,184.32,184.15,184.31,19737
2020/10/09 16:02:00,184.23,184.45,184.23,184.3611,12866
2020/10/09 16:03:00,184.405,184.5,184.35,184.37,14397
2020/10/09 16:04:00,184.35,184.48,184.28,184.37,17801
2020/10/09 16:05:00,184.39,184.39,184.13,184.22,34133
2020/10/09 16:06:00,184.24,184.39,184.24,184.3,9715
2020/10/09 16:07:00,184.28,184.28,184.02,184.122,26094
2020/10/09 16:08:00,184.0778,184.11,183.73,183.955,39832
2020/10/09 16:09:00,183.955,184.08,183.92,183.92,20983
2020/10/09 16:10:00,183.935,184.4102,183.935,184.37,54947
2020/10/09 16:11:00,184.4033,184.4033,184.14,184.2,7644
2020/10/09 16:12:00,184.16,184.16,183.92,184.078,10748
2020/10/09 16:13:00,184.0147,184.1,183.94,184.09,10203
2020/10/09 16:14:00,184.0075,184.1,183.9,183.955,7231
2020/10/09 16:15:00,183.9,184.41,183.87,184.14,18089
2020/10/09 16:16:00,184.14,184.42,184.105,184.305,13346
2020/10/09 16:17:00,184.305,184.363,184.225,184.363,9606
2020/10/09 16:18:00,184.3,184.31,183.9,183.925,14659
2020/10/09 16:19:00,183.91,184.075,183.8463,184.075,7360
2020/10/09 16:20:00,184.1199,184.2175,184.07,184.14,5835
2020/10/09 16:21:00,184.1683,184.3,184.1683,184.28,9513
2020/10/09 16:22:00,184.33,184.37,184.115,184.2,14622
2020/10/09 16:23:00,184.16,184.52,184.16,184.5,27308
2020/10/09 16:24:00,184.49,184.715,184.47,184.6601,24284
2020/10/09 16:25:00,184.73,184.79,184.61,184.6438,23511
2020/10/09 16:26:00,184.61,184.63,184.29,184.54,12710
2020/10/09 16:27:00,184.55,184.67,184.47,184.5,14158
2020/10/09 16:28:00,184.49,184.6399,184.4,184.465,25062
2020/10/09 16:30:00,184.615,184.705,184.6101,184.705,5235
2020/10/09 16:31:00,184.705,184.85,184.7,184.77,29099
2020/10/09 16:32:00,184.86,184.9,184.7611,184.78,14822
2020/10/09 16:33:00,184.8696,185.15,184.82,185.15,30819
2020/10/09 16:34:00,185.19,185.255,185.01,185.01,18936
