Date,Open,High,Low,Close,Volume
2020/10/09 15:30:00,550.68,552.97,550,551.217,300717
2020/10/09 15:31:00,551.55,552.3,550.69,551.4499,48014
2020/10/09 15:32:00,551.2807,551.3399,550.51,550.65,80260
2020/10/09 15:33:00,550.52,550.52,547.94,548.52,155824
2020/10/09 15:34:00,548.825,549.4898,548.825,549,50101
2020/10/09 15:35:00,548.1909,548.7431,548,548.7431,84143
2020/10/09 15:36:00,548.22,548.65,548.12,548.5799,32389
2020/10/09 15:37:00,548.75,548.75,548.6985,548.6985,37216
2020/10/09 15:38:00,549,549.0847,549,549.0847,35178
2020/10/09 15:39:00,548.7829,548.7829,548.47,548.52,35813
2020/10/09 15:40:00,549.22,549.6999,549.097,549.45,39891
2020/10/09 15:41:00,549.11,549.11,548.83,549.0261,59808
2020/10/09 15:42:00,549.145,549.28,549.145,549.28,19502
2020/10/09 15:43:00,549.285,549.66,549.2,549.27,40714
2020/10/09 15:44:00,548.66,548.9035,548.5,548.5,24110
2020/10/09 15:45:00,548.2009,548.2009,548.07,548.07,38449
2020/10/09 15:46:00,548.13,548.25,547.24,547.71,110216
2020/10/09 15:47:00,547.5,547.6105,547.34,547.455,32123
2020/10/09 15:48:00,547.5,548.29,547.4,548.057,39799
2020/10/09 15:49:00,549,549.11,549,549.11,33969
2020/10/09 15:50:00,548.33,548.33,548.234,548.3195,27401
2020/10/09 15:51:00,548.25,548.2688,548.0379,548.0379,22826
2020/10/09 15:52:00,549.2,549.3,549.12,549.2451,38063
2020/10/09 15:53:00,550.1737,550.37,550.0869,550.0869,63189
2020/10/09 15:54:00,549.99,549.99,549.99,549.99,26141
2020/10/09 15:55:00,549.46,549.6244,549.46,549.6244,29558
2020/10/09 15:56:00,549.75,550.04,549.3075,549.765,25407
2020/10/09 15:57:00,549.55,549.915,549.41,549.575,18056
2020/10/09 15:58:00,550,550.16,549.9143,550.16,24031
2020/10/09 15:59:00,550.783,551.29,550.0501,551.0304,47871
