Date,Open,High,Low,Close,Volume
2020/10/09 15:30:00,3210,3211.2949,3200.8506,3201.9299,114990
2020/10/09 15:31:00,3202.8401,3204,3197.8301,3198.47,27703
2020/10/09 15:32:00,3199.2,3205,3197.95,3204.4846,14829
2020/10/09 15:33:00,3203.8799,3209.8201,3202.915,3209.6599,33501
2020/10/09 15:34:00,3211.627,3213,3211.04,3212.8601,21552
2020/10/09 15:35:00,3212,3213.988,3212,3213.988,35538
2020/10/09 15:36:00,3215,3216.21,3213.095,3215.9199,32033
2020/10/09 15:37:00,3217,3217.5,3215.6294,3216.97,17331
2020/10/09 15:38:00,3216.1899,3219,3216.095,3218.3,20616
2020/10/09 15:39:00,3211.25,3212.4099,3209.95,3212,17734
2020/10/09 15:40:00,3218,3218.5601,3216.6499,3216.6499,19952
2020/10/09 15:41:00,3216.5652,3216.5652,3216.5652,3216.5652,14574
2020/10/09 15:42:00,3220,3220.3386,3219.8601,3220.3386,37576
2020/10/09 15:43:00,3221.4399,3222.855,3220.1399,3222.0066,29903
2020/10/09 15:44:00,3221.825,3221.825,3219.3701,3219.47,19408
2020/10/09 15:45:00,3219.9399,3220.47,3217.8145,3219.53,12335
2020/10/09 15:46:00,3219.4399,3219.52,3219.3301,3219.52,1532
2020/10/09 15:49:00,3222.49,3222.49,3222.49,3222.49,49566
2020/10/09 15:51:00,3228.0801,3229.3738,3225.29,3228.3601,34021
2020/10/09 15:52:00,3228.9099,3233.8501,3228.9099,3231.2849,34394
2020/10/09 15:53:00,3231.9099,3234,3227.4468,3227.6191,29364
2020/10/09 15:54:00,3227.3501,3232.6001,3226.6799,3232.6001,26761
2020/10/09 15:55:00,3232.6899,3235.6101,3230.23,3230.96,33506
2020/10/09 15:56:00,3232.074,3236.6699,3231.0779,3234.9351,15008
2020/10/09 15:57:00,3234.9399,3238.375,3234.0947,3236.8999,20092
2020/10/09 15:58:00,3236.9099,3240.51,3236.8999,3239.3037,29505
2020/10/09 15:59:00,3240.2102,3244.8201,3239.8701,3244.0801,23513
2020/10/09 16:00:00,3243.53,3246.77,3239.96,3240.0349,33737
2020/10/09 16:01:00,3240.9258,3243.62,3240.0934,3242.87,12017
2020/10/09 16:02:00,3243.38,3245.05,3241.64,3241.885,11069
2020/10/09 16:03:00,3242.73,3245.15,3241.735,3244.8,16608
2020/10/09 16:04:00,3244.88,3245.43,3242.5401,3242.8,11764
2020/10/09 16:05:00,3242.65,3242.65,3236.64,3236.83,21030
2020/10/09 16:06:00,3237.115,3237.12,3233.71,3233.71,12731
2020/10/09 16:07:00,3233.87,3237.62,3232.9,3234.9386,12955
2020/10/09 16:08:00,3234.9,3234.92,3229.24,3230.18,17442
2020/10/09 16:09:00,3232.4,3234.45,3232.28,3233.0499,7255
2020/10/09 16:10:00,3232.645,3235.73,3232.645,3235.19,8313
2020/10/09 16:11:00,3235.2,3235.9533,3230.817,3233.06,9520
2020/10/09 16:12:00,3233.35,3233.7999,3227.84,3231.14,10528
2020/10/09 16:13:00,3231.8,3235.86,3231.23,3235.2599,7843
2020/10/09 16:14:00,3235.44,3237,3235.44,3235.85,5391
2020/10/09 16:15:00,3235.76,3238.64,3235.65,3236.8673,11940
2020/10/09 16:16:00,3236.9875,3238.81,3235.0001,3236.3823,7695
2020/10/09 16:17:00,3236.4101,3238.0688,3235.65,3235.65,3460
2020/10/09 16:18:00,3236.4799,3236.4799,3232,3232,7155
2020/10/09 16:19:00,3231.92,3233.99,3230.2,3231,9169
2020/10/09 16:20:00,3231.68,3233,3228.48,3230.205,9110
2020/10/09 16:21:00,3229.16,3231.26,3228.22,3229.7294,6874
2020/10/09 16:22:00,3230.18,3231.1,3227.11,3231.07,7886
2020/10/09 16:23:00,3229.9,3233.19,3229.9,3232.7443,5840
2020/10/09 16:24:00,3233.2149,3234.96,3233.2149,3233.51,6520
2020/10/09 16:25:00,3233.43,3233.43,3229.0501,3229.0501,4871
2020/10/09 16:26:00,3229.87,3229.87,3227.8136,3228.57,6360
2020/10/09 16:27:00,3230.23,3232.27,3229,3229,4766
2020/10/09 16:28:00,3229,3232.1064,3227.72,3231.61,12631
2020/10/09 16:29:00,3231.75,3233.52,3230.94,3230.94,4881
2020/10/09 16:30:00,3232.2,3236,3231.21,3236,8605
2020/10/09 16:31:00,3236.24,3238,3234.355,3237.95,10923
2020/10/09 16:32:00,3237.318,3239.3,3235.455,3238.21,11617
2020/10/09 16:33:00,3238.64,3240.99,3238.254,3240.815,12900
2020/10/09 16:34:00,3240.81,3240.81,3236.7627,3239.365,7486
2020/10/09 16:35:00,3239.28,3240.4,3238.2,3240,7718
2020/10/09 16:36:00,3239.01,3240,3238.545,3238.545,4455
2020/10/09 16:37:00,3238.78,3240.8334,3238.78,3240.8334,3565
2020/10/09 16:38:00,3241,3241.48,3238.1601,3239.4469,6075
2020/10/09 16:39:00,3239.48,3240.1899,3238.15,3238.15,4006
2020/10/09 16:40:00,3238.21,3238.43,3237,3237,4448
2020/10/09 16:41:00,3236.8,3238.8,3236.8,3238.8,2745
2020/10/09 16:42:00,3238.37,3244.71,3238.32,3244.71,18187
2020/10/09 16:43:00,3244.41,3244.71,3242.625,3243.76,8444
2020/10/09 16:44:00,3243,3243.69,3242.25,3243.44,5833
2020/10/09 16:45:00,3243.15,3246.4399,3243.15,3245.11,14753
2020/10/09 16:46:00,3245.36,3245.49,3244.215,3244.615,5451
2020/10/09 16:47:00,3244.98,3247.29,3244.98,3246.8635,9989
2020/10/09 16:48:00,3247.5,3248.47,3246.565,3247,13341
2020/10/09 16:49:00,3247.29,3248.7052,3247.29,3247.68,5818
2020/10/09 16:50:00,3246.6316,3247.06,3244.28,3244.8,6265
2020/10/09 16:51:00,3244.7268,3245,3242.9106,3244.31,5437
2020/10/09 16:52:00,3244.4462,3246,3244,3245.6045,5030
2020/10/09 16:53:00,3245.71,3246.9699,3245.71,3246.59,2600
